各部名称。カメラに外付けの別売スピードライト（フラッシュ）などを直接取り付けるための接続端子。別売スピードライトを取り付けるときは、ホットシューとも呼ばれる,"A standard connection point on cameras for external flash units (Speedlights) or other accessories. Commonly referred to as a hot shoe when used for connecting flash units."
別売のホットシューアダプター 。アクセサリーシューに装着すると、シンクロターミナルが利用できます。," accessory shoe adapter (available separately). When it is mounted on the camera accessory shoe, flash accessories can be connected via a sync cable."
アクセサリーシューを使用しないときに保護するためのカバー,A cover that protects the accessory shoe when the shoe is not in use.
コンピュータネットワーク関連の用語。「ピア ツー」あるいは「インディペンデントモード」とも言う。無線LANクライアント同士が、アクセスポイントを介さず、直接通信を行う。インフラストラクチャー・モードに比べて電波使用効率が良い。,"A type of computer network, aka peer to peer and independent mode. Nodes are connected directly without passing through an access point. A more efficient use of wireless bandwidth than an infrastructure network."
など リモートコード、ルミコントロールセットの接続コードなどを接続する場合に使用する。,"A ten pin to two pin adapter cable used when connecting devices with two pin terminals, including the and remote cords and remote control set, to a ten pin remote terminal. This term be used as a proper noun in restricted contexts with a product number such as when used as a proper noun, it appears in title case (Adapter Cord)."
コンバーターなどをカメラで使用するためにレンズ先端に取り付けるリング,A ring attached to a lens to allow another accessory to be connected.
色空間の名称。Adobe Systemsによって提唱された色空間の定義で、よりも遥かに広い（特に緑が広い）RGB色再現領域を持ち、印刷や色校正などでの適合性が高く、DTPなどの分野では標準的に使用されている。,"A color space promoted by Adobe Systems. This color space has a much wider RGB gamut that , particularly in greens, making it suited to such applications as printing and proofs. It is the de facto standard in desktop publishing."
フラッシュが本発光する前に、少量発光を数回行い赤目現象の発生を軽減し、さらに、赤目を検出した場合は撮影した画像を記録する前に赤目補正を行なう機能,"A process that removes red eye caused by light reflecting from the cornea of portrait subjects in pictures taken with the flash. Advanced red eye reduction uses both low intensity preflashes, which are emitted before the main flash to cause the subjects pupils to contract, and post processing during recording to reduce any red eye that is detected in the image after shooting."
ニコンので、（CLS）に対応したカメラとスピードライトを使用したワイヤレス撮影の総称。,An infrared (wireless) control system for cameras and flash units that support the Nikon Creative Lighting System.
自動露出（Auto Exposure）の略語,"An abbreviation for autoexposure, used only in menus."
各部名称。露出とフォーカスロックを行うボタン。,Camera part a button that locks exposure and focus.
Auto Focusの略語,An abbreviation for autofocus.
カメラがピントを合わせるエリアのこと。カメラには手動、または自動で選択できる ポイントが複数ある。以前はダイナミックエリアAFに関連してフォーカスエリアと呼称されていた。ピントを合わせるフォーカスフレームの中に一点のフォーカスポイントがあることから、AFポイントに変更された。,"The area in the frame on which the camera focuses. Cameras have multiple AF points which can be selected manually or automatically. With the release of the, the term focus area (area) has been changed to focus point (AF point) when used in reference to dynamic area AF. It refers to a single point in the frame where autofocus can be performed."
フォーカスエリアの使い方を選択する場合に使用するモード,area mode determines how the camera selects the focus point or focus area for autofocus.
カメラがオートフォーカスでピントを合わせることができるかどうかを示すランプ。,An indicator lamp that indicates whether or not the camera is able to focus using autofocus.
フォーカスロックのこと。,An abbreviation for autofocus lock.
カメラがピントを合わせるエリアのこと。カメラには手動、または自動で選択できるAFポイントが複数ある。以前はダイナミックエリアAFに関連してフォーカスエリアと呼称されていた。ピントを合わせるフォーカスフレームの中に一点のフォーカスポイントがあることから、AFポイントに変更された。,"The area in the frame on which the camera focuses. Cameras have multiple AF points which can be selected manually or automatically. With the release of the, the term focus area ( area) has been changed to focus point ( point) when used in reference to dynamic area. It refers to a single point in the frame where autofocus can be performed."
フォーカスエリアの使い方を選択する場合に使用するモード,area mode determines how the camera selects the focus point or focus area for autofocus.
別売スピードライトの機能。選択したAFポイントで測光した露出に合わせてフラッシュの発光量を調節できる機能。,A feature supported by some optional flash units that allows the flash level to be adjusted for the exposure value metered at a selected focus point.
被写体が低輝度のため焦点検出不能な場合に、被写体に対して光を照射して焦点検出を補助するカメラ内蔵のランプ。,A built in lamp which automatically fires when lighting is poor to assist autofocus a light source on the camera body that illuminates the subject during focusing when lighting is insufficient for autofocus.
被写体が低輝度のため焦点検出不能な場合に、被写体に対して光を照射して焦点検出を補助するカメラ内蔵のランプ。,A built in lamp which automatically fires when lighting is poor to assist autofocus a light source on the camera body that illuminates the subject during focusing when lighting is insufficient for autofocus.
偽名、別名、通称などの意味を持つ英単語。ITの分野では、ファイルなどの実体を別の名前で参照するためのシンボルといった意味で使われることが多い。Mac OSで、よく使うファイルやフォルダの分身を別のデスクトップやランチャーに置き、すぐに参照できるようにする機能をエイリアスという。エイリアスを削除しても本体には何の影響もなく、エイリアスはいくつでも作成でき、どこに置いてもよい。Windowsでは同様の機能をショートカット、UNIXでは似た機能をシンボリックリンクという。UNIXでエイリアスと言った場合はコマンドを別名で登録する機能ことを言う。メールサーバでメールアドレスに別名をつける機能をエイリアスという。一つのメールボックスを複数のアドレスで共有し、どのアドレスに送っても同じ人に届くよう設定できる。個人名のアドレスにその人の役職名のアドレスを付ける場合などに利用される。,"A short, easy to remember name for an email address, often the addressee real name. A single address may have multiple aliases. There are also a number of other meanings that irrelevant in this context as they do not occur in the menus or manuals, namely • In its original sense A pseudonym or alternative name by which a person is or has been known at other times. • In information technology An alternative, user defined name used for a file or other entity. • In Mac OS A link to a file or application, represented by its own icon and which may have a user defined name. A single entity may have multiple aliases deleting the alias does not delete the original. Similar links are referred to as shortcuts in Windows and as symbolic links in UNIX. • In UNIX An alternative, user defined name for an operating system command."
レンズの各部名称。（オートフォーカス）撮影およびMF（マニュアルフォーカス）撮影の切り換えが簡単にできるフォーカスモード切り換えスイッチ,Lens part a switch used to quickly toggle between autofocus and manual focus modes.
など 寒いときや湿度が高い場合など、ファインダーのくもりの発生を防止し、クリアなファインダー像を提供する。,"An accessory that prevents the viewfinder from fogging over in cold or humid conditions, providing a clear viewfinder image. This term may be used as a proper noun in restricted contexts with a product number such as when used as a proper noun, it appears in title case (Anti fog Finder Eyepiece)."
蒸着物質を数百nmの厚さでガラス表面に蒸着することによりガラス表面での反射率を抑えることができる,"A thin (typically with a thickness of a few nanometers), adhesive coating for glass surfaces that reduces reflection."
レンズ内にある「絞り羽根」と呼ばれる部品の形状の変化により、 光の量を調整する役割を持つ機構のこと,"The opening through which light enters the camera. Also, the size of this opening."
レンズの各部名称。レンズに付属する絞りを調節するリング。,Lens part a ring on some lenses that controls aperture.
露出モードの１つ。撮影者の設定した絞り値に合わせて、カメラが自動的にシャッタースピードを決める,A shooting mode in which the user controls aperture while the camera controls shutter speed for optimal exposure.
カメラをテレビなどに接続するための映像と音声用のケーブル。映像と音声信号を送信する。,"A cable used to connect the camera to a standard definition television or video device, supplying both audio and video signals."
カメラのマルチコネクターに接続するケーブル。音声、映像、およびUSBのそれぞれのプラグを持つ。,"A cable that connects to a camera multi connector with three separate plugs for audio, video, and USB."
外部からの音声信号を受信する端子。,A connector for receiving audio input from another device.
ユーザーやデバイスをネットワークで認証し、アクセス可能なリソースを限定し、セキュリティを確保する仕組みのことで、社内ネットワークの情報漏洩対策やウィルス拡散対策に適している。,"A method of securing a wireless network by verifying whether a user or device is allowed access to the network and defining the resources available to that user or device, preventing unauthorized access to data and protecting the network from viruses and other types of attack."
無線LANの認証方式の総称。,A method of securing a wireless network.
フラッシュを光らせずに撮影する撮影モードで、フラッシュ以外の設定はカメラが自動的に設定する,A shooting mode in which the flash is turned off while other settings are adjusted automatically by the camera.
非CPUレンズのアクセサリー,A type of non CPU lens accessory.
暗いときや逆光のときなど、カメラが必要に応じて自動的にフラッシュを発光すること,"A flash setting in which the flash fires automatically when required for correct exposure (for example, when the subject is backlit or lighting is poor)."
高速シャッタースピードで撮影をする際、フラッシュの同調速度では限界が生じる場合がある。これを解消するため、高速シャッターが全通過する間フラッシュを発光し続けることでフラッシュ同調を可能にする。一般的にフォーカルプレーンシャッター型カメラで使われる(FPはFocal Plainの頭文字である)。,"The fastest shutter speeds supported by the camera may exceed the flash sync speed. Auto FP high speed sync (sometimes referred to in the menus as auto FP due to line length restrictions) allows the flash to be used at higher shutter speeds by firing the flash continuously while the shutter is traveling. Generally used in cameras with focal plane shutters, hence the abbreviation FP, which stands for focal plane."
高速シャッタースピードで撮影をする際、フラッシュの同調速度では限界が生じる場合がある。これを解消するため、高速シャッターが全通過する間フラッシュを発光し続けることでフラッシュ同調を可能にする。一般的にフォーカルプレーンシャッター型カメラで使われる(FPはFocal Plainの頭文字である)。,"The fastest shutter speeds supported by the camera may exceed the flash sync speed. Auto FP high speed sync (sometimes referred to in the menus as auto FP due to line length restrictions) allows the flash to be used at higher shutter speeds by firing the flash continuously while the shutter is traveling. Generally used in cameras with focal plane shutters, hence the abbreviation FP, which stands for focal plane."
例文：重ね合わせた画像の露出が適正になるように、露光回数に合わせて自動的にゲイン（出力）を補正します。,Example Gain adjusted according to number of exposures actually recorded
情報画面のアイコン,An icon in the information display.
シャッターボタンを半押しするとカメラがオンになり、何も操作しないで一定時間経過するとオフになる機能。バッテリーの消耗を抑えることができる。,A function which turns the camera exposure meters off automatically to save power. Pressing the shutter release button halfway reactivates the exposure meters.
一定時間操作をしないときに、自動的に電源が切れる機能,A feature which turns the camera off automatically to save power.
自動的に電源が切れる時間を設定できる。,The delay before the camera turns off automatically.
スピードライトの機能。ズームレンズの焦点距離に合わせてスピードライトの照射角が自動的に設定される。,A feature supported by some optional flash units that allows the illuminating angle to be automatically adjusted as the lens is zoomed in or out.
フラッシュモードの1つ。暗い場所などでシャッタースピードが遅くなるときに選択する。,A flash mode that combines auto flash with slow shutter speeds.
カメラからパソコンに自動的に画像を送信する機能,Automatic transfer of images from a camera to a computer
フラッシュモードの1つ。フラッシュが本発光する前に少量発光を数回行い、赤目現象の発生を軽減する,A flash mode that combines auto flash with red eye reduction.
スピードライトの機能。ズームレンズの焦点距離に合わせてスピードライトの照射角が自動的に設定される。,A feature supported by some optional flash units that allows the illuminating angle to be automatically adjusted as the lens is zoomed in or out.
カメラが被写体を検知し、自動的にポイントを選択するAFエリアモード,An area mode in which the camera detects the subject and automatically selects the focus point.
ファインダー内に表示されるアイコン。AEロックが行われたことを示す。,A feature that locks exposure at the value metered by the camera.
カメラが測光した値で露出をロックする機能,A feature that locks exposure at the value metered by the camera.
自動的にカメラの焦点(ピント)を合わせる機能。オートフォーカスの方式には、赤外線や超音波を照射して距離を測る「アクティブ方式」、被写体からの入射光の差を検知して距離を測る「位相検出方式」、イメージセンサー上のコントラストの状態を検知して距離を測る「コントラスト検出方式」などの種類がある,"A mechanism that allows the camera to set focus automatically. There several types of autofocus, including active autofocus, which uses infrared or ultrasonic echo location to determine the distance to the subject, phase detection autofocus, which uses variations in the light reflected by the subject to determine the focus distance, and contrast detect autofocus, which uses data from the image sensor to detect the focus position that produces maximum contrast."
フォーカスモードの種類。AF SとAF Cをカメラが自動的に切り換える。,An autofocus mode that automatically selects between single servo and continuous servo autofocus.
A Vケーブルを接続する端子。,A terminal used to connect audio video cables.
光源が被写体の背後にあることにより、被写体の顔などが暗く写る現象,"A photographic scene that has strong light emanating from directly behind the subject, causing the front of the subject to be in shadow."
ワイドコンバーターや広角レンズを使った撮影で、画像の周辺付近の線が外側に丸くゆがむ現象。四角い被写体が、酒樽のようにゆがんで写る,"Barrel distortion is a lens effect which causes images to be, straight lines appearing to curve outwards. Thus a rectangle will resemble a barrel."
充電できない電池 電池とは、物質の化学反応または物理反応によって放出されるエネルギーを電気エネルギーに変換する装置。,a non rechargeable battery An energy storage device that provides electrical power.
各部名称。バッテリーを格納する部分。,Camera part. A void within a camera that accommodates the battery or batteries.
バッテリー室のカバー,The lid that seals off the void in the camera where the battery or batteries are located
リチャージャブルバッテリーを充電するためのデバイス。,A device used to recharge rechargeable batteries.
バッテリーの残量を示すアイコン,An icon showing the battery level.
各部名称。バッテリーが飛び出さないようにロックするレバー,"A latch that holds the battery in place, preventing it from falling from the camera."
バッテリーの残量を示すインジケーター,An indicator showing the battery level.
仕様。バッテリーの性能。フル充電したバッテリーで撮影可能な枚数。,As a specification The number of shots that can be taken with a fully charged battery.
バッテリーカバーが開かないように止めるノブ,A latch that holds the battery chamber cover in place.
レンズとカメラの接合方式箇所の爪部分がカメラマウントとレンズ接合部につけられており、カメラ側の空いてる箇所にレンズ側の爪を差し込み、そのままひねる事で装着できる。,A type of mount for removable lenses. Three to four projections on the lens are inserted into matching slots in the camera lens mount and the lens rotated to lock it into place.
カメラとレンズとの間に取り付け、ベローズの蛇腹部を自由に伸縮させながら撮影倍率を変化させることができる。,A pleated expandable attachment placed between the camera and a lens to allow the lens to be moved with respect to the focal plane.
およびにを使用する場合のアダプター。シリーズ、バッテリーパックを装備したモータードライブを装着した などに を使用する場合のアダプター。 縦・横両位置での撮影が可能。,"An adapter that allows the bellows to be mounted on, or cameras, cameras used with a battery pack, or cameras used with an motor drive. Photographs may be taken in tall or wide orientation. This term may be used as a proper noun in restricted contexts with a product number when used as a proper noun, it appears in title case (Bellows Spacer)."
最高1  コマの画像を連続撮影し、カメラが自動的にもっともシャープな画像を1 コマ選んでメモリーカードに記録する機能,The name of a function or mode in which the camera takes multiple photographs but records only the sharpest image.
二進法で表した数の一桁のこと。コンピュータが扱う情報の最小単位。 つの選択肢から1つを特定するのに必要な情報量が1ビット。一般に、nビットの情報量では のn乗個までの選択肢からなる情報を表現することができる。,A binary digit the smallest unit of information in a computer or other binary device. Each bit may have a value of either zero or one for a total of two states n bits are therefore capable of expressing two to the power of n states.
カメラの清掃道具。空洞になっているゴムの部分を握って空気を出すことにより、レンズやカメラ本体に付着したほこりを除去する,A device that directs a stream of air from a rubber bulb through a nozzle to blow dust from the surface of a lens or camera.
シャッターをきる瞬間にカメラや被写体が動くことにより、撮影した画像の全体または一部が不鮮明になる現象,The action of making an image indistinct by moving the image over the image sensor during the process of capture or exposure.
カメラの本体。モニターやレンズとは区別される。,"The main section of the camera the camera frame, as distinct from the lens and monitor."
カメラのレンズマウントに被せるキャップ。レンズを装着していないときに本体にホコリが入るのを防ぐ役割をする。,A cap placed on the camera lens mount to prevent dust from accumulating inside the device when no lens is attached.
スピードライトのアクセサリー。照射光を拡散させることでバウンス撮影時に発生する影の輪郭を緩和し、柔らかなを可能にする。,"A flash accessory which produces diffuse light for bounce flash photography, softening outlines."
直接被写体を照射せずに、天井や壁にスピードライトの光を当ててその反射光を利用する撮影方法。,"Light from a flash deliberately directed so as to reflect from another surface, such as the ceiling, before reaching the subject."
露出、調光、ホワイトバランスなどの値をずらしながら連続して撮影すること。ブラケティングという言葉は、もともと軍事用語で、夾叉射撃あるいはと訳され、目標に正確に当てるための技術のこと。カメラ用語では挟み込むという意味で使用されている。,"The act of taking a series of shots while varying exposure, flash level, white balance, or another variable by a set amount above or below the current value, bracketing the current setting."
例文：明るい被写体を写すと、液晶モニター画像に縦に尾を引いたような現象（赤い帯状）が発生することがあります。この現象をスミアー現象といい、故障ではありません。,"Example If the camera is pointed at the sun or other bright light source during recording, vertical comet like streaks (smear) may appear in the movie."
黒と白の平均値に対応させた画像の主観的特性,A subjective measure corresponding to the average value between black and white.
の略語。最高1  コマの画像を連続撮影し、カメラが自動的にもっともシャープな画像を1 コマ選んでメモリーカードに記録する機能,"The of best shot selector. BSS is a function or mode in which the camera takes multiple photographs but records only the sharpest image."
被写体が低輝度のため焦点検出不能な場合に、被写体に対して光を照射して焦点検出を補助するカメラ内蔵のランプ。,A built in lamp which automatically fires when lighting is poor to assist autofocus a light source on the camera body that illuminates the subject during focusing when lighting is insufficient for autofocus.
カメラに内蔵されているフラッシュ。,A flash unit that is an integral part of the camera.
カメラに内臓されたマイク。音声を録音する。,"A microphone that is an integral part of the camera. For those unfamiliar with the word microphone, a microphone is a device used to record sound."
スピードライトに内蔵されているワイドパネル,A wide panel that is an integral part of a flash unit.
シャッターボタンを押している間シャッターが開き、指を放すシャッターが閉じるという機能。,A setting of the camera where the shutter remains open for as long as the shutter release button is pressed.
例文：スポーツ写真を撮影するときに使用します。シャッターボタンを押している間、連続撮影します。,Example Keep the shutter release button pressed to take a series of pictures.
AVケーブルやUSBケーブルを接続するための端子,"A terminal used to connect cables, including but not limited to AV and USB cables."
観測した値が、観測機器固有の誤差を有しているため、標準値との関係を比較し、誤差を補正すること。,"The act of calibrating a measuring device by correcting errors detected by comparing a standard value with the value produced by the device, which also includes information on the error to which the device is subject."
例文：本機は、内蔵メモリーとSDメモリーカードの両方に対応しています。,Example Pictures taken with this camera can be stored in the camera internal memory or on removable　memory cards.
はカメラ映像機器工業会の略語。 次のURL参照,"For official translations of the name of this association, see"
撮影日時を画像に記録するためのカメラの内蔵時計,An clock located inside the camera that is used to record date and time at which a photograph is taken
パソコンからカメラをコントロールして撮影できるニコンのソフトウェア。撮影した画像はパソコンのハードディスクへ直接保存できる。,"Nikon software for remote operation of cameras connected to a computer, allowing users to adjust and control most camera functions."
シャッターをきる瞬間にカメラや被写体が動くことにより、撮影した画像の全体または一部が不鮮明になる現象,"Camera movement caused by unsteady hands at the time the shutter is released, causing all or part of the image to be blurred."
肩 首からぶら下げるのに使われる皮革 ナイロン製の帯,A camera accessory which allows the camera to be carried securely
メモリーの容量のうち、記録できる残量,Of storage devices the amount of data that can be stored.
ニコンの画像編集用ソフトウェア,A Nikon image editing application
パソコンに接続してメモリーカードの情報を読み書きするために使用するデバイス。,An external device that can be used to read information from and write information to memory cards when connected to a computer.
SDカードの挿入口を塞ぐためのカバー,A cover for a memory card chamber.
メモリーカードの端子,Memory card connectors.
電荷結合素子 (Charge Coupled Device)の略語。画像を電気信号に変換する際に使用される。,"Charge Coupled Device, a type of sensor used to convert images to electrical signals."
画面中央に表示されるブラケットで囲まれた範囲。撮影メニュー「AFエリア選択」の設定が「中央」のときに、ピントを合わせたい被写体を配置するための目安になる。,The focus area indicated by the brackets in the center of the display. These brackets are used to frame the subject in the center of the display when Center AF area is selected for AF area.
画面中央に表示されるブラケットで囲まれた範囲。撮影メニュー「AFエリア選択」の設定が「中央」のときに、ピントを合わせたい被写体を配置するための目安になる。,The focus area indicated by the brackets in the center of the display. These brackets are used to frame the subject in the center of the display when Center AF area is selected for AF area.
測光方式の１つ。画面中央の中央部重点測光範囲で測光するため、ポートレート撮影など、重点的に画面中央部に露出を合わせたいときなどに適している。ポートレート撮影などの撮影に適している。,"Of metering Describes a method in which the entire frame is metered, but the greatest weight for determining exposure is assigned to an area in the center of the frame. Used for portraits and in other similar situations."
中央重点測光時に測光する範囲,The size of the area assigned the greatest weight in center weighted metering.
充電（じゅうでん）とは、コンデンサや電池に電流を流し、電荷を蓄積することである。また高圧などの電路などが加電されている状態（送電中）のことをいう。対義語は放電である。電池の充電には規定の方法が定められており、それを守らない場合には電池を傷めたり、発熱や爆発したりする危険がある。十分に電荷が蓄えられた状態を満充電、それを超えて電荷を蓄えようとする状態を過充電と呼ぶ。,"To store electrical energy in a battery or condenser. Also to pass current through a high voltage or other electrical circuit. The antonym is discharge in the sense of to draw current from a battery or condenser (for other senses of charge and discharge, see any English dictionary). Failure to charge a battery by the prescribed method may damage the battery or result in such dangers as overheating or rupture."
残量がない充電池をフル充電するまでにかかる充電時間,The length of time taken to fully charge a rechargeable battery.
反射を軽減することができるフィルター。,A filter that reduces glare.
短い距離の範囲,At a short distance.
デジタルイメージプログラムにある接写撮影モード,Close to the subject photography in a digital vari program mode.
多彩なクローズアップ撮影用照明および、ワイヤレス増灯撮影を可能にする。,"A flash system that can be used to provide flexible lighting for close ups or for wireless flash photography with multiple flash units. This term may be used as a proper noun in restricted contexts with a product number when used as a proper noun, it appears in title case (the Nikon  Close up Speedlight Commander Kit)."
からコマンダー を除いたキットです。や の内蔵フラッシュをコマンダーとして使用するケースを前提としています。,"A version of the close up Speedlight commander kit from which the wireless Speedlight commander has been omitted on the assumption that an or the built in flash in a  camera will be used to command the remote flash units. This term may be used as a proper noun in restricted contexts with a product number when used as a proper noun, it appears in title case (the Nikon Close up Speedlight Remote Kit)."
カラーフィルターをカスタマイズできる機能。,Allows the user to create a personalized color filter.
距離情報を含まないRGBマルチパターン測光。,A version of color matrix metering that does not include distance information.
色温度を測定する装置,A device for measuring color temperature.
画像に適用する色を選択するための方法で、ニコン特有の用語。カラー設定には、色合い、彩度、明度を全体的、部分的に変更したり、色域を選択することなどが含まれる。,"The color treatment to be applied to an image, which may include global and selective modification of hue, saturation, luminance, and choice of gamut."
ニコン特有の用語で、画像に適用する色についての総合的な意味を持つ。,The possible color treatments that can be applied to an image for artistic or interpretive effect
